id,name,birthday,birth city,birth state,position,draft year,draft round,draft pick,draft team,teams,colleges,high schools,url,league
9cb2ebc4-5aa2-4bf3-81ff-d5fafd48e8d9,Donovan Jackson,12-04-2002,Houston,TX,OL,2025,1,24,MIN,[],['0205de18-502c-41d9-82e0-0a1f789ded26'],"['1603ccab-9e87-4257-871f-f9a7907a29f5', '58b1c1d8-3c0b-42f4-b3fc-6f9264a66ac1']",https://www.pro-football-reference.com/players/J/JackDo03.htm,NFL
cdf38390-c52b-4d98-8ebd-a3237ad32878,Jaxson Dart,05-13-2003,Kaysville,UT,QB,2025,1,25,NYG,[],"['2ff6fffd-6b62-4953-a8aa-9b524d0eb21e', '14802202-ed56-48f6-b500-bb15cf32c30d']","['7a4f75ca-8f37-4e80-aa64-56c4c51b8732', '9fae4694-aee4-4c80-8fa5-ea1f65ba5f91']",https://www.pro-football-reference.com/players/D/DartJa00.htm,NFL
7a8a51ec-9954-49dc-bebb-cd3a2c5a34b2,James Pearce,10-12-2003,,,DE,2025,1,26,ATL,[],['b0fe4122-ec7d-47ae-ae7e-8eef17fb27df'],['7da3fb14-139e-4049-a46f-87fa19cfbaf9'],https://www.pro-football-reference.com/players/P/PearJa00.htm,NFL
836d8e02-9da3-4746-aab5-6c8991daf04f,Malaki Starks,11-13-2003,,,SAF,2025,1,27,BAL,[],['ced55b08-78c9-40ba-a88e-30fc3a424784'],['1184e04a-686a-4c0a-a9c8-7c2d2f7ab534'],https://www.pro-football-reference.com/players/S/StarMa00.htm,NFL
ac1a1d46-88b0-4ef3-9189-d594ffc575d5,Tyleik Williams,02-25-2003,,,DT,2025,1,28,DET,[],['0205de18-502c-41d9-82e0-0a1f789ded26'],['b2249fe4-18cd-445a-9d80-8430648bc594'],https://www.pro-football-reference.com/players/W/WillTy02.htm,NFL
011e1640-b641-4202-b240-6605fee99d91,Josh Conerly,11-05-2003,,,OL,2025,1,29,WAS,[],['9e3c7d08-6507-4fbf-ad52-0733e41e8c52'],['c5151a0e-5e39-4fa6-9b7c-5a99f0db1aab'],https://www.pro-football-reference.com/players/C/ConeJo00.htm,NFL
6f7050ae-04e6-49ed-8942-c03f957642e9,Maxwell Hairston,08-06-2003,West Bloomfield,MI,CB,2025,1,30,BUF,[],['cc5136a6-101d-41dd-b5f3-9985d258e413'],['eb4409c5-1d18-42b1-b4a7-c2acac7ec901'],https://www.pro-football-reference.com/players/H/HairMa00.htm,NFL
bd18ae34-f70b-43ff-ae0d-6b56b41d8408,Jihaad Campbell,02-24-2004,,NJ,LB,2025,1,31,PHI,[],['215aa68d-27b6-488a-8ab8-ad10688625f9'],"['a9cb15e3-8f6a-4d88-831b-b86cbce95210', 'f215cd73-0239-4c41-a5ea-c3a7e1b1faf4']",https://www.pro-football-reference.com/players/C/CampJi00.htm,NFL
c6475d22-484b-449b-a3ec-fc3067154d56,Josh Simmons,12-26-2002,San Diego,CA,OL,2025,1,32,KAN,[],"['d794b819-3614-4b76-bbbf-c1aad876e8ac', '0205de18-502c-41d9-82e0-0a1f789ded26']","['712094e9-5366-4e54-88d1-76d048627d1c', 'd0c67cd5-55c7-466b-b230-3de1b5439e33']",https://www.pro-football-reference.com/players/S/SimmJo01.htm,NFL
18f0224b-c87d-4db3-9263-5f8192bb2575,Carson Schwesinger,02-24-2003,,,LB,2025,2,33,CLE,[],['c6fd5b8f-d261-4471-bde5-60a9acd6e356'],"['716746c3-a1e4-4cba-b841-aac6ab747a17', '090c8372-90e2-4422-8422-e28ba6a39846']",https://www.pro-football-reference.com/players/S/SchwCa00.htm,NFL
581b8773-9b1f-463d-9320-108b91fedc1b,Jayden Higgins,12-15-2002,,GA,WR,2025,2,34,HOU,[],"['bc8d8751-caa7-493f-81b8-cd215794d520', 'c9c3a586-fb18-48b0-b49c-e634000346cc']","['30605eef-018c-4f8f-841a-942fd68d474d', 'f875746c-4c99-41cd-a27d-ced1a9360923']",https://www.pro-football-reference.com/players/H/HiggJa00.htm,NFL
ddf4c502-dfe2-4879-854b-d5a4e10349cb,Nick Emmanwori,02-07-2004,,,SAF,2025,2,35,SEA,[],['6369b633-75f9-4453-a6f7-de7ddc242bff'],['d631980b-975a-4ba3-944f-69d555d54807'],https://www.pro-football-reference.com/players/E/EmmaNi00.htm,NFL
e0d332bb-b0ad-4ccb-b739-e99b367f9e7e,Quinshon Judkins,10-29-2003,,,RB,2025,2,36,CLE,[],"['14802202-ed56-48f6-b500-bb15cf32c30d', '0205de18-502c-41d9-82e0-0a1f789ded26']",['90a65e15-3095-4ded-9bc9-48ecdb5a2121'],https://www.pro-football-reference.com/players/J/JudkQu00.htm,NFL
cd5647a5-ed55-43cb-8051-fe4f6e3ba901,Jonah Savaiinaea,01-13-2004,,American Samoa,OL,2025,2,37,MIA,[],['e8094bc7-cd08-4327-9385-0220e0be7f75'],['48d437c6-cd48-4685-925e-dc17bf3f009a'],https://www.pro-football-reference.com/players/S/SavaJo00.htm,NFL
e7322096-49bd-4e25-8294-460aaea711aa,TreVeyon Henderson,10-22-2002,Hopewell,VA,RB,2025,2,38,NWE,[],['0205de18-502c-41d9-82e0-0a1f789ded26'],['39acfa7a-6bbb-4d30-97b3-baf6fbcab915'],https://www.pro-football-reference.com/players/H/HendTr02.htm,NFL
f11271de-6a8b-4018-9c01-3ad518f8d369,Luther Burden,12-12-2003,,,WR,2025,2,39,CHI,[],['f1f6b23c-6628-41f6-9ad0-d7393473e977'],"['39a10461-54b9-4661-a618-b6848c783841', '5d351b25-7495-4317-9a40-2ec8d2cafee8']",https://www.pro-football-reference.com/players/B/BurdLu00.htm,NFL
54295d13-168f-4ac2-9e0a-28d8a5a169d9,Tyler Shough,09-28-1999,Chandler,AZ,QB,2025,2,40,NOR,[],"['9e3c7d08-6507-4fbf-ad52-0733e41e8c52', '769b0e1d-a8a8-4418-ad88-b4f17cbb82a9', '2370cb17-705f-4ab2-a95f-64395091a416']",['b550905f-32b8-43dc-a5d4-c9993bbb0336'],https://www.pro-football-reference.com/players/S/ShouTy00.htm,NFL
2cf0cb6d-4226-4f73-bfd7-3fe88dd28a12,T.J. Sanders,07-30-2003,,,DT,2025,2,41,BUF,[],['6369b633-75f9-4453-a6f7-de7ddc242bff'],['81f5a458-d07d-48cd-b730-e7e55312d9fc'],https://www.pro-football-reference.com/players/S/SandTJ00.htm,NFL
cb09b9bf-985c-4b5d-869b-8390dbb84623,Mason Taylor,05-08-2004,,FL,TE,2025,2,42,NYJ,[],['c85c7af1-b6a5-45c5-9089-3ace773dda26'],['36996971-c57b-4b8b-9fa8-0ee4608e67ea'],https://www.pro-football-reference.com/players/T/TaylMa02.htm,NFL
4f212666-fa07-4533-9793-871f3df9fb56,Alfred Collins,10-08-2001,,TX,DT,2025,2,43,SFO,[],['f34c5cdb-2bc1-4867-b19b-4203a86bb22d'],['07a0a2db-afd9-49a4-a5d3-fc415f94c4f2'],https://www.pro-football-reference.com/players/C/CollAl01.htm,NFL
4ea410fc-625d-40d7-9ed3-9a45196b8bcd,Donovan Ezeiruaku,09-25-2003,Philadelphia,PA,DE,2025,2,44,DAL,[],['8e2507a5-957a-4920-86aa-c87de0eeb548'],['1fab4e95-bfa5-49dd-a586-3fa7fb980949'],https://www.pro-football-reference.com/players/E/EzeiDo00.htm,NFL
3a527435-9665-4448-adae-92681690f7a3,JT Tuimoloau,05-10-2003,,,DE,2025,2,45,IND,[],['0205de18-502c-41d9-82e0-0a1f789ded26'],['75b3aa2c-412f-4c78-be3c-2e3a7ca0142b'],https://www.pro-football-reference.com/players/T/TuimJT00.htm,NFL
01988fb5-74f3-46e8-b1ac-08ec8bf5bb4a,Terrance Ferguson,03-07-2003,,,TE,2025,2,46,LAR,[],['9e3c7d08-6507-4fbf-ad52-0733e41e8c52'],['fe047630-b794-40d4-86b8-093eda4e61ff'],https://www.pro-football-reference.com/players/F/FergTe00.htm,NFL
a44924bc-759f-4a5f-bfdd-f083acbe6aed,Will Johnson,03-29-2003,Detroit,MI,CB,2025,2,47,ARI,[],['2fa864a6-4599-49ac-a4de-27b015f162e3'],['d8da041a-5690-4c3e-97b6-b237a4a5bcdc'],https://www.pro-football-reference.com/players/J/JohnWi02.htm,NFL
c0c5760e-9c77-42ef-94cb-b527eaa38066,Aireontae Ersery,02-19-2002,Kansas City,MO,OL,2025,2,48,HOU,[],['efa85a8d-b762-449e-9ad9-88d512d52e51'],['efa900fc-3233-45c7-8f14-73540cd6bc81'],https://www.pro-football-reference.com/players/E/ErseAi00.htm,NFL
424a2b2c-58ea-400a-b19f-3acadcaf904e,Demetrius Knight,07-21-2000,,,LB,2025,2,49,CIN,[],"['6843fe77-0c14-4349-bbad-e1b2771306ee', '4f8b0346-05ed-4ed7-988f-103dcf695e95', '6369b633-75f9-4453-a6f7-de7ddc242bff']",['3675c821-51ad-4da6-a2db-edd105e47227'],https://www.pro-football-reference.com/players/K/KnigDe00.htm,NFL
9a4a2e32-47a2-4708-b08d-5c724c8db765,Elijah Arroyo,04-05-2003,Orlando,FL,TE,2025,2,50,SEA,[],['db39bc17-a4fb-4048-b9c5-4dbabd7f929b'],['eeb60c82-58b0-427f-9906-18e94e2b06b6'],https://www.pro-football-reference.com/players/A/ArroEl00.htm,NFL
fbcc0499-fb90-4788-ae52-cf0d125e59b1,Nic Scourton,08-25-2004,,,DE,2025,2,51,CAR,[],"['64e749fb-246e-4147-ad56-a62fc3cff6e7', '9fedf994-7849-454e-ab79-8253fb6dbf6d']",['91a47d7e-2bd3-4312-97d6-4ce917127d1a'],https://www.pro-football-reference.com/players/S/ScouNi00.htm,NFL
e9fa1118-e392-4317-a308-38515ce3ca78,Oluwafemi Oladejo,09-20-2003,,CA,DE,2025,2,52,TEN,[],"['7ece0485-f51b-4c34-a47b-2fdfb8d62905', 'c6fd5b8f-d261-4471-bde5-60a9acd6e356']",['fde87a31-1c4d-48b4-b819-5274f00fb133'],https://www.pro-football-reference.com/players/O/OladOl00.htm,NFL
59df7285-ca22-420c-bb1f-45eb137ff69f,Benjamin Morrison,03-11-2004,,,CB,2025,2,53,TAM,[],['ba072fe2-c8de-4bd7-b9fe-634fbd292de8'],['5f1a7f37-a27d-4930-af00-bd7a360dc0df'],https://www.pro-football-reference.com/players/M/MorrBe00.htm,NFL
5de7ae32-8d65-4f52-9744-64f3ee05637d,Anthony Belton,02-23-2001,,,OT,2025,2,54,GNB,[],"['21ddd094-b993-459f-b93b-6f2e93f2510b', '7a813113-3ad7-4139-8426-7ad3df01e142']",['037b2d9c-26a7-478d-bff3-541d8c7afe85'],https://www.pro-football-reference.com/players/B/BeltAn00.htm,NFL
223250dc-5f1d-4ca5-9b7b-f9ae84745fe9,Tre Harris,02-28-2002,,,WR,2025,2,55,LAC,[],"['8b9c67ba-f559-4bca-945e-6a4fadd90464', '14802202-ed56-48f6-b500-bb15cf32c30d']",['dbeb9058-d4f7-45ec-9f3f-84ce5b596339'],https://www.pro-football-reference.com/players/H/HarrTr03.htm,NFL
4f5c117b-f314-4278-ac98-a8345e620190,Ozzy Trapilo,10-17-2001,Norwell,MA,OL,2025,2,56,CHI,[],['8e2507a5-957a-4920-86aa-c87de0eeb548'],['fcec235f-d44c-4c2c-a2f7-b92cfb4282f8'],https://www.pro-football-reference.com/players/T/TrapOz00.htm,NFL
82de2b6e-6a8d-4dd0-915a-f534e58300a7,Tate Ratledge,04-26-2001,Chattanooga,TN,OL,2025,2,57,DET,[],['ced55b08-78c9-40ba-a88e-30fc3a424784'],['5ecf3b6e-741b-4bd8-a561-c66934ca8072'],https://www.pro-football-reference.com/players/R/RatlTa00.htm,NFL
6d1700e1-db42-4671-9c44-aed4a1de885c,Jack Bech,12-18-2002,,,WR,2025,2,58,LVR,[],"['c85c7af1-b6a5-45c5-9089-3ace773dda26', '09a9639e-1ead-42c4-8ce6-ed0596a3b6a0']",['ebd7b67f-1003-401d-8e8a-b9eac9694ec0'],https://www.pro-football-reference.com/players/B/BechJa00.htm,NFL
e3ee86ff-65f7-40f4-8fc8-4785e095ae9c,Mike Green,07-28-2003,,VA,DE,2025,2,59,BAL,[],"['bfeeea22-27f3-4510-b0f9-e41c4167d832', '530b4b5e-3ef3-4f41-b23d-80be386c8467']",['5ea67ce8-2619-458d-9471-1573e72934a6'],https://www.pro-football-reference.com/players/G/GreeMi02.htm,NFL
cd2c1d44-3e6c-43d8-ae92-85432aafd0b2,RJ Harvey,02-04-2001,Orlando,FL,RB,2025,2,60,DEN,[],"['bfeeea22-27f3-4510-b0f9-e41c4167d832', '188b32fb-18e3-40f1-a2d2-fb90acd326de']",['c63eea67-bd0e-4598-8cdf-045df002aeed'],https://www.pro-football-reference.com/players/H/HarvRJ00.htm,NFL
07e3e210-e007-4d6c-9739-95a8230c1684,Trey Amos,03-03-2002,,,CB,2025,2,61,WAS,[],"['812dccd3-ac78-4323-a85a-b256668f7450', '215aa68d-27b6-488a-8ab8-ad10688625f9', '14802202-ed56-48f6-b500-bb15cf32c30d']",['e8e27a31-ab5e-45b8-90b5-e69f5fcbb53f'],https://www.pro-football-reference.com/players/A/AmosTr00.htm,NFL
4e4ab62d-9137-418f-9046-6cbad1b5b6ed,Shemar Turner,01-14-2003,,,DE,2025,2,62,CHI,[],['9fedf994-7849-454e-ab79-8253fb6dbf6d'],['32a480be-a538-4c10-ba8d-d8f23212f0d0'],https://www.pro-football-reference.com/players/T/TurnSh00.htm,NFL
19183f9d-109d-4b51-b34a-01cdf781e016,Omarr Norman-Lott,03-11-2002,Sacramento,CA,DT,2025,2,63,KAN,[],"['0c8445df-3930-4069-bc3d-f42a638b6662', 'b0fe4122-ec7d-47ae-ae7e-8eef17fb27df']",['c238ef90-ae79-4f33-b941-10788b3baa22'],https://www.pro-football-reference.com/players/N/NormOm00.htm,NFL
6768cc2f-dd2f-4b3c-a7f9-7998a846e9c8,Andrew Mukuba,12-07-2002,Harare,Zimbabwe,SAF,2025,2,64,PHI,[],"['71890d31-2998-41fc-980d-463f9e222246', 'f34c5cdb-2bc1-4867-b19b-4203a86bb22d']",['4fb590f8-ee5d-49c5-a31d-85bad726dc01'],https://www.pro-football-reference.com/players/M/MukuAn00.htm,NFL
924b311b-98e4-40d6-a459-1b576e3442a6,Darius Alexander,08-26-2000,,,DT,2025,3,65,NYG,[],['03bb912a-e2b8-4f29-a8d0-8b056a59002c'],['5412ff46-bf86-43b2-a4ec-06319afb0b1a'],https://www.pro-football-reference.com/players/A/AlexDa01.htm,NFL
db750cc4-a585-4b4e-ad46-9ae06375b459,Ashton Gillotte,10-30-2002,,,DE,2025,3,66,KAN,[],['2370cb17-705f-4ab2-a95f-64395091a416'],['03c570a5-a0d2-45e5-8ae5-864eea52ad60'],https://www.pro-football-reference.com/players/G/GillAs00.htm,NFL
3a2a6fbc-b275-43b1-8fd3-000672d7b468,Harold Fannin,07-20-2004,,,TE,2025,3,67,CLE,[],['37eec614-88af-40a2-9de3-b5a0b4e6a6b6'],['fd7c73c2-a163-4944-b6f9-9426230eb1b2'],https://www.pro-football-reference.com/players/F/FannHa00.htm,NFL
db05b929-1036-4cc3-b2e6-7ee07afb139e,Darien Porter,01-06-2001,,,CB,2025,3,68,LVR,[],['c9c3a586-fb18-48b0-b49c-e634000346cc'],['b6ceb54f-db31-45ba-a19a-64d28e22b127'],https://www.pro-football-reference.com/players/P/PortDa00.htm,NFL
23ad9d78-c4b5-414c-925c-e29252facc72,Kyle Williams,11-13-2002,Baltimore,MD,WR,2025,3,69,NWE,[],"['3a34cd95-2822-41a8-aaf0-09fff382aa8c', 'da280321-9855-4ca0-ac49-6bd8f06a0fb8']","['3defd3c2-cf5a-4158-9e13-06701b33d3ac', '0a015dd7-5f97-4442-b7ca-a263ba85f4a3', '4c6f7dc6-9f31-4c5d-bfe9-feafdd28d7c1']",https://www.pro-football-reference.com/players/W/WillKy03.htm,NFL
349c50e6-4a06-4290-8dcc-e8454dee916d,Isaac TeSlaa,02-20-2002,,,WR,2025,3,70,DET,[],"['b4d023f9-e761-449f-84ff-01ce7eb45d9a', 'bfa5f4ae-8b3b-46ee-b3e6-95a600c95662']",['5937332b-1e9f-4e8c-af87-5354a830583e'],https://www.pro-football-reference.com/players/T/TeSlIs00.htm,NFL
0f883a0a-dc8d-4055-92e6-91af0e00ec7c,Vernon Broughton,07-15-2001,,,DT,2025,3,71,NOR,[],['f34c5cdb-2bc1-4867-b19b-4203a86bb22d'],"['55132f1b-46df-46b2-86e6-d4131d2a8c32', 'ff98a744-dd74-48d2-8a84-d5d5b49295d0']",https://www.pro-football-reference.com/players/B/BrouVe00.htm,NFL
390049d2-d34c-4c5d-ab3d-db0aae2bcb3e,Landon Jackson,01-02-2003,Texarkana,TX,DE,2025,3,72,BUF,[],"['c85c7af1-b6a5-45c5-9089-3ace773dda26', 'bfa5f4ae-8b3b-46ee-b3e6-95a600c95662']",['29dcdd20-bcab-46f1-a030-84903121c0f6'],https://www.pro-football-reference.com/players/J/JackLa03.htm,NFL
db571673-0d24-4230-8961-db683c56d870,Azareye'h Thomas,07-06-2004,,FL,CB,2025,3,73,NYJ,[],['367de72b-5518-4648-a2cb-a2b616945643'],['7cb18d88-a0af-4101-99fa-2f7ba110bbc1'],https://www.pro-football-reference.com/players/T/ThomAz00.htm,NFL
727a2642-27a0-4f7e-ab03-159da64bfc01,Pat Bryant,12-10-2002,,,WR,2025,3,74,DEN,[],['cd89de0c-751e-4d53-a70b-0179b3caecd2'],['f4ef519c-e76c-494e-8abf-0d865ef141cc'],https://www.pro-football-reference.com/players/B/BryaPa00.htm,NFL
5e8c84cb-14dc-4fca-b562-103fc7dc6a3a,Nick Martin,10-13-2002,Texarkana,TX,LB,2025,3,75,SFO,[],['2a2a96d8-3e80-47aa-9ff2-c3ad235aeebe'],['29dcdd20-bcab-46f1-a030-84903121c0f6'],https://www.pro-football-reference.com/players/M/MartNi01.htm,NFL
807f0e1a-a0ff-4392-810c-371f4fd2017a,Shavon Revel,04-08-2001,,NC,CB,2025,3,76,DAL,[],"['578cd45e-95b5-4815-8520-d7b0db8cfa26', 'ae4e6221-ba69-417d-9b7b-ee0a54b4478b']","['1f9975ad-9b20-4519-a84c-1e2702ab0890', 'b281a920-0018-4658-8221-a92a21b3bd4f']",https://www.pro-football-reference.com/players/R/ReveSh00.htm,NFL
f6133cb3-0f41-45df-8699-360d48f0a653,Princely Umanmielen,04-18-2002,Lagos,Nigeria,DE,2025,3,77,CAR,[],"['07d54d4b-f2bd-469d-a2bd-5e8c389e24ce', '14802202-ed56-48f6-b500-bb15cf32c30d']",['50075403-8ba0-44ac-987f-0cdb97b0b8be'],https://www.pro-football-reference.com/players/U/UmanPr00.htm,NFL
b3ad5a08-aa02-4200-9a00-f139e7ceb011,Jordan Burch,10-10-2001,,,DE,2025,3,78,ARI,[],"['6369b633-75f9-4453-a6f7-de7ddc242bff', '9e3c7d08-6507-4fbf-ad52-0733e41e8c52']","['0b8a549d-19d2-4b7b-90a5-f88300653efa', 'bc482b00-5f3c-4de3-9db1-77e231248584']",https://www.pro-football-reference.com/players/B/BurcJo00.htm,NFL
ba8db7a3-7e29-434c-9ac4-62561d745c2f,Jaylin Noel,09-04-2002,,,WR,2025,3,79,HOU,[],['c9c3a586-fb18-48b0-b49c-e634000346cc'],['9e1c6f7f-d535-44c0-9bc7-66df5dcc87e9'],https://www.pro-football-reference.com/players/N/NoelJa00.htm,NFL
2ed30be3-1d87-4a25-96de-dc7a2cd44aa9,Justin Walley,09-22-2002,,,CB,2025,3,80,IND,[],['efa85a8d-b762-449e-9ad9-88d512d52e51'],['e8593935-6672-4d25-bb5f-9e5adf2fbf67'],https://www.pro-football-reference.com/players/W/WallJu00.htm,NFL
c4540df9-7f11-441c-8cbd-32bf46de6ed6,Dylan Fairchild,05-08-2003,,,OL,2025,3,81,CIN,[],['ced55b08-78c9-40ba-a88e-30fc3a424784'],['4d0514f1-c566-4189-bcea-20f4889b64de'],https://www.pro-football-reference.com/players/F/FairDy00.htm,NFL
