SUMLEV,REGION,DIVISION,STATE,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025,NPOPCHG_2020,NPOPCHG_2021,NPOPCHG_2022,NPOPCHG_2023,NPOPCHG_2024,NPOPCHG_2025,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,BIRTHS2024,BIRTHS2025,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,DEATHS2024,DEATHS2025,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,NATURALCHG2024,NATURALCHG2025,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,INTERNATIONALMIG2024,INTERNATIONALMIG2025,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,DOMESTICMIG2024,DOMESTICMIG2025,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,NETMIG2024,NETMIG2025,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RESIDUAL2024,RESIDUAL2025,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,GQESTIMATES2024,GQESTIMATES2025,RBIRTH2021,RBIRTH2022,RBIRTH2023,RBIRTH2024,RBIRTH2025,RDEATH2021,RDEATH2022,RDEATH2023,RDEATH2024,RDEATH2025,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RNATURALCHG2024,RNATURALCHG2025,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RINTERNATIONALMIG2025,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RDOMESTICMIG2024,RDOMESTICMIG2025,RNETMIG2021,RNETMIG2022,RNETMIG2023,RNETMIG2024,RNETMIG2025
40,3,6,21,Kentucky,4506287,4508271,4508348,4521238,4549953,4584046,4606864,1984,77,12890,28715,34093,22818,12636,51493,52462,52597,52350,52982,12754,58343,61378,54273,53307,53065,-118,-6850,-8916,-1676,-957,-83,119,1756,12538,23457,28210,15709,1029,3010,10343,7154,7013,7269,1148,4766,22881,30611,35223,22978,954,2161,-1075,-220,-173,-77,125354,125273,116085,120801,121147,121191,121132,11.421797905,11.620023332,11.596492677,11.462668214,11.529217455,12.94121444,13.594864704,11.966014165,11.672214985,11.547278779,-1.519416535,-1.974841371,-0.369521488,-0.209546771,-0.018061324,0.3895029833,2.7770929919,5.1717574903,6.1769220689,3.4183775056,0.6676560249,2.2909134483,1.5773011504,1.5355815125,1.581780259,1.0571590083,5.0680064402,6.7490586407,7.7125035814,5.0001577646
40,3,7,22,Louisiana,4657894,4652145,4628595,4600892,4598777,4614878,4618189,-5749,-23550,-27703,-2115,16101,3311,13562,57077,56554,56694,53942,51886,14807,56899,56822,50219,49783,49112,-1245,178,-268,6475,4159,2774,192,3182,19957,22784,29740,14900,-5162,-27184,-48131,-31283,-17659,-14387,-4970,-24002,-28174,-8499,12081,513,466,274,739,-91,-139,24,124247,124176,123683,123937,123826,124142,124214,12.30009676,12.255068998,12.325226049,11.709142572,11.239168957,12.261737749,12.313143732,10.917566708,10.806352094,10.638285198,0.0383590102,-0.058074734,1.4076593408,0.9027904778,0.6008837583,0.6857211817,4.3246173921,4.9532216866,6.4556356842,3.2275299204,-5.858153552,-10.42983212,-6.800896858,-3.833223623,-3.116407582,-5.172432371,-6.105214732,-1.847675172,2.6224120612,0.1111223389
40,1,1,23,Maine,1363218,1364546,1379009,1391585,1401992,1408438,1414874,1328,14463,12576,10407,6446,6436,2994,11592,12056,11925,11615,11783,3713,16133,17964,17066,16801,16802,-719,-4541,-5908,-5141,-5186,-5019,60,1012,3806,5713,6512,4040,1798,18101,14422,9859,5189,7406,1858,19113,18228,15572,11701,11446,189,-109,256,-24,-69,9,37311,37305,38631,42257,43341,43039,44469,8.4503500021,8.7028269028,8.5374414237,8.2656390659,8.3469343806,11.760653605,12.967616331,12.218027282,11.956177524,11.902333146,-3.310303602,-4.264789428,-3.680585858,-3.690538459,-3.555398766,0.7377289684,2.7474252814,4.0900966753,4.634166302,2.861887032,13.195288595,10.410763901,7.0583341716,3.6926733632,5.2463206334,13.933017563,13.158189183,11.148430847,8.3268396651,8.1082076653
40,3,5,24,Maryland,6181640,6178387,6176035,6183257,6204927,6245314,6265347,-3253,-2352,7222,21670,40387,20033,17173,67473,69100,67632,65678,65090,16944,59034,57669,54005,54060,53646,229,8439,11431,13627,11618,11444,500,9033,42021,39681,47375,20503,-5036,-21803,-45953,-31484,-18367,-12127,-4536,-12770,-3932,8197,29008,8376,1054,1979,-277,-154,-239,213,129920,130130,124439,125052,126375,127446,128222,10.922890605,11.181870288,10.918791649,10.550478501,10.405525336,9.5567400887,9.3320879546,8.718792036,8.6841692462,8.5760456622,1.3661505168,1.8497823338,2.1999996125,1.8663092546,1.8294796734,1.4623104181,6.7999040722,6.4062658417,7.6102944513,3.2776845284,-3.52958641,-7.436186474,-5.082908036,-2.950464975,-1.93866655,-2.067275992,-0.636282402,1.3233578061,4.6598294764,1.3390179783
40,1,1,25,Massachusetts,7033112,6985320,6996721,7025465,7073479,7138560,7154084,-47792,11401,28744,48014,65081,15524,17109,66440,68943,68137,67857,68055,22152,61619,63685,61772,61060,59636,-5043,4821,5258,6365,6797,8419,908,16475,73597,77588,77957,40240,-36863,-9433,-47954,-35360,-19195,-33340,-35955,7042,25643,42228,58762,6900,-6794,-462,-2157,-579,-478,205,248709,210351,240140,251830,257890,268188,268843,9.503619679,9.8334168439,9.6655465828,9.5492279468,9.5230805441,8.8140207857,9.0834624501,8.7626420816,8.592714951,8.3449920113,0.6895988933,0.7499543937,0.9029045012,0.9565129958,1.1780885328,2.3565944342,10.497222045,11.006214366,10.97055813,5.6308685783,-1.349302294,-6.839732407,-5.015978502,-2.701230977,-4.665336938,1.00729214,3.6574896382,5.9902358645,8.2693271528,0.9655316399
40,2,3,26,Michigan,10079362,10072294,10042362,10043906,10062124,10099962,10127884,-7068,-29932,1544,18218,37838,27922,26565,102703,104377,100955,99603,99680,31059,115213,117925,106173,103436,104678,-4494,-12510,-13548,-5218,-3833,-4998,409,7044,26316,41616,50486,30706,-4896,-28290,-9107,-17137,-8065,1796,-4487,-21246,17209,24479,42421,32502,1913,3824,-2117,-1043,-750,418,223758,223635,197028,215344,218020,219011,219043,10.211758034,10.392871389,10.042260954,9.8802276709,9.8557206734,11.45562718,11.741852693,10.561309219,10.260446265,10.349890937,-1.243869147,-1.348981304,-0.519048266,-0.380218594,-0.494170264,0.7003848338,2.6202976083,4.1396536263,5.0080135557,3.036012831,-2.812874354,-0.906788658,-1.704662731,-0.800016427,0.1775769897,-2.11248952,1.7135089505,2.4349908958,4.2079971289,3.2135898207
40,2,4,27,Minnesota,5706733,5710562,5714055,5727565,5752998,5797405,5830405,3829,3493,13510,25433,44407,33000,16435,62936,64525,62997,61344,62576,12761,51365,53415,49962,49730,50505,3674,11571,11110,13035,11614,12071,295,5523,20302,24846,33360,12486,-1445,-14970,-17106,-11777,-204,8300,-1150,-9447,3196,13069,33156,20786,1305,1369,-796,-671,-363,143,138575,138609,133187,140251,141192,142780,142689,11.017612232,11.278997205,10.974548896,10.621967043,10.763161765,8.9919863397,9.3369645208,8.7037543368,8.6109549598,8.686932449,2.0256258919,1.9420326842,2.2707945595,2.0110120833,2.0762293158,0.9668595455,3.5487981597,4.328359158,5.776421827,2.1476099111,-2.62065678,-2.990136012,-2.051641544,-0.035323443,1.4276119063,-1.653797235,0.5586621475,2.2767176139,5.7410983842,3.5752218173
40,3,6,28,Mississippi,2961264,2958385,2947603,2941237,2942470,2950172,2954160,-2879,-10782,-6366,1233,7702,3988,8509,35080,34994,35099,33926,33168,9674,41695,40681,35712,35909,35775,-1165,-6615,-5687,-613,-1983,-2607,61,633,5945,5371,14743,7451,-2102,-5392,-6015,-3356,-5106,-917,-2041,-4759,-70,2015,9637,6534,327,592,-609,-169,48,61,93662,93572,90196,90825,90721,87448,87499,11.87946877,11.884853384,11.930913623,11.514699179,11.235140571,14.11956814,13.816303381,12.139285658,12.187741933,12.118220994,-2.24009937,-1.931449997,-0.208372035,-0.673042754,-0.883080423,0.2143587153,2.0190733659,1.8257197376,5.0038675351,2.5239095634,-1.825943432,-2.042847148,-1.140777404,-1.733008725,-0.310619389,-1.611584717,-0.023773782,0.6849423331,3.27085881,2.2132901741
40,2,4,29,Missouri,6154913,6155074,6172551,6179285,6205956,6243544,6270541,161,17477,6734,26671,37588,26997,17212,68744,68867,68355,67693,68377,16738,75371,75703,68565,66472,68200,474,-6627,-6836,-210,1221,177,271,3860,11263,17573,24076,12665,-783,17735,3624,9682,12385,14028,-512,21595,14887,27255,36461,26693,199,2509,-1317,-374,-94,127,168991,165294,164830,163723,162928,163748,164317,11.152837631,11.150892871,11.038138055,10.87481425,10.928006322,12.227983898,12.257772853,11.072049385,10.678661794,10.899718198,-1.075146267,-1.106879981,-0.03391133,0.1961524559,0.0282881249,0.6262357916,1.8236964934,2.8377324268,3.8677858549,2.0241192225,2.8772776589,0.5867953558,1.5634738153,1.9896381381,2.2419537665,3.5035134505,2.4104918491,4.4012062422,5.8574239929,4.266072989
40,4,8,30,Montana,1084221,1087156,1106416,1121533,1130612,1137557,1144694,2935,19260,15117,9079,6945,7137,2824,10851,11210,11027,11294,11348,2535,12271,12991,11433,11517,11438,289,-1420,-1781,-406,-223,-90,42,712,798,412,1929,899,2715,20693,15474,9017,5263,6348,2757,21405,16272,9429,7192,7247,-111,-725,626,56,-24,-20,29285,29261,29271,29239,29265,29332,29282,9.8934523234,10.063066973,9.7924423161,9.9586935541,9.944567885,11.188144269,11.661846838,10.152987485,10.155327932,10.023437387,-1.294691945,-1.598779864,-0.360545169,-0.196634378,-0.078869502,0.6491694825,0.7163539201,0.3658734229,1.7009314562,0.787818693,18.866943962,13.890802707,8.0074773161,4.6407476692,5.5629288803,19.516113444,14.607156627,8.373350739,6.3416791253,6.3507475733
